Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2013-12-03,-0.0051851866596565295,-0.0024878162422806256,0.00519418835737704,0.001809903635395653,-0.009851761753129516,-0.004093071365895906,-0.007900525061799203,0.0011701126105335587,-0.008850103744292645,-0.0013239710464550468,0.0038511545891160683
2013-12-04,0.0010327448434576316,-0.003588158914099169,0.0005874760803572784,-0.007138897224144687,-0.0004994767517558353,-0.005469172970016964,-0.003845686593823242,0.0011292178429805223,0.006757401778701655,0.0023352234237223484,0.0035541903588927983
2013-12-05,-0.007276960991900056,-0.0018515824154385508,-0.006322914419345227,-0.002536603105404798,-0.006350319140906631,-0.002577776354544906,-0.00043329260379712194,0.0003910189427612405,-0.005443112303011781,0.005291782863765361,-0.007205393004100391
2013-12-06,0.009155786442466335,0.004402690512578211,0.015025971261748875,-0.0007410253658132338,0.014338848398866936,0.011325920595680076,0.011542596776951497,0.009137043812571317,0.013530907936036802,0.006707477078471295,0.012869010123453406
2013-12-09,0.005112846794571953,0.0037428456861083033,0.003974250436384175,-0.0011714873685411277,0.0015043402533166553,0.00016817589934052177,0.0029685384686468455,-0.0028179208339635317,0.0018677955467272399,0.003914286629529135,-0.0046554622084693294
2013-12-10,0.004896980723174142,3.536067907563011e-05,-0.00892998249788885,-0.0019315574451387995,-0.0031020293983577,-0.0039986044437103855,-0.0016807419297760146,-0.00182075363247137,0.0012954868959130018,-0.0005154078845102249,-0.010742369091070432
2013-12-11,-0.011455542679109228,-0.010926209180839917,-8.235692305316003e-05,-0.013151181715410791,-0.011122874244528284,-0.016944343467134203,-0.01230640697094579,-0.01424132759558257,-0.014783518232739531,-0.018782000036708015,-0.008205961037739507
2013-12-12,-0.0010427030851167252,-0.003160088487037175,-0.010562851434110745,0.004753903086371797,0.0018223540200324817,-0.0011507759396895759,0.0016451932942023646,-0.005739522813527059,-0.0016762770229163068,-0.0057353217971921,0.002102944722617402
2013-12-13,0.009662065377438593,0.004146141114995085,-0.0029810816926185294,-0.0008396322591371039,0.0008366522020113191,0.0030677567487378474,0.0030738554664683127,0.006959057706741795,0.004014204779076948,0.003118182214894564,-0.0015404660301030382
2013-12-16,0.004339569891798567,0.007174010685661131,0.0029125203989244404,0.007217178038559634,0.006813904662864762,0.003491155503589272,0.009744713107312283,0.009307285903248289,0.003256764244741126,0.0006846847657405838,0.005628695938341529
2013-12-17,-0.001366460479020206,-0.000685207618876448,-0.002830917870955387,-0.0013962372807688026,-0.0055128397723875665,-0.004558659406170234,-0.0016563477674247432,0.006621844215392003,0.0006330106202215168,0.002751260016294948,-0.0009843150308298113
2013-12-18,0.014086541383008104,0.01407828708494821,0.01374375214709033,0.011931849324216745,0.017151048843698558,0.019471707454847553,0.013996485639215642,0.008255402444596627,0.0021241572127131845,0.015930634179353934,0.012126135426410027
2013-12-19,0.013295355216554365,-0.005498844015626105,-0.0015163497017597425,0.0073696944066791266,-0.0019314715483225273,-0.003907879227868378,-0.001199331204558021,-0.00039682064079821396,-0.0006155801085291499,-0.01146526681045149,-0.007382371135050318
2013-12-20,0.004750637111014452,0.005074688461854905,0.0030401409811182346,0.00889265844448509,0.008101864768923524,0.00857821471406398,0.010916520092685528,0.010617292486986273,0.0038590987951057087,0.006211471214075811,0.009929197568908473
2013-12-23,0.01192929479042096,0.007153567687865086,-0.00019842547984006158,0.0037419914033333308,0.005236962043881737,0.005703947880055493,0.003067195566629696,0.00810486575743199,0.0035606297986040575,0.0029443397094311412,-0.0025301747698293444
2013-12-24,0.0024211581312594114,0.0044811507760810386,0.0017635766019044742,0.005259011675934363,0.002309030674713847,0.001062983101894746,0.004072483138864078,0.003879795204215492,0.009376617624911855,0.004095064636650443,0.003492828012964333
2013-12-26,0.00367179414744426,0.00521436771810002,0.0024716039821480215,0.006005984162778644,0.0019501574660664974,0.0029217559978468484,0.004487856034987134,0.0017389290049638888,0.00482479400512929,0.0010609788455853571,-0.004072150043870463
2013-12-27,-0.0023331849965529494,-0.0034726481357217017,0.0016646471702940174,0.004274720198744072,-0.0009068664598172183,-0.0005678764275812292,-0.001749103755849647,0.0006676510525876998,0.002270342508825101,-0.000247725767706973,0.0032527767795594445
2013-12-30,0.0008249396881802595,0.0024899762283748083,0.002868896312502478,-0.005884273529296633,0.0003121273770150797,0.001868453577646435,0.00019069822976219768,0.004709593318713892,-0.0007309915785902569,0.00209960718415448,0.002222805696178757
2013-12-31,0.004777368648299429,0.00395845498274815,-0.0008203645126106764,0.009525737313752797,0.005525896289766858,0.0009678211721057695,0.0033978861945786845,0.004207876051053241,0.0015258634573057305,-0.0015569363959672302,0.0017871223411004148
2014-01-02,-0.004294486106889963,-0.0067648581182126145,-0.00896509611721122,-0.015111957782940466,-0.010284198784290263,-0.0068326995256237,-0.009893870247973042,-0.009030778924669124,-0.0035161263779055793,-0.0037578631793386687,-0.015254014626895981
2014-01-03,-0.0041110320472218876,-0.0014992943922199212,-0.00023573680122582062,-0.00574148616491859,0.003981662058428069,0.003506770991559941,0.005436989743991577,0.0014854393407507088,-0.0012089977632222526,0.005511099928702651,-0.0022146136737229835
2014-01-06,0.0022871765927362105,-0.007957857264188468,-0.0035355218224399384,0.0005584073081080245,-0.0023688158092645497,-0.0019259112444468263,-0.005500329437432179,-0.0051237305116211065,-0.005368181252735722,0.004421586379091316,0.0004905402510056075
2014-01-07,0.006867354334535331,0.0065372781802516015,0.005266679660450842,0.007878088989156795,0.0034015911684707775,0.012897161777823608,0.004189104325098084,0.01191446966828972,0.005048071568434059,0.0032296809407168863,0.009126185317493951
2014-01-08,-0.0045582922207281626,0.001738138258157152,-0.0030384134942618743,-0.0017338553425441058,0.0008927711454993276,0.0077552649987237664,0.0022535537675718803,0.004570542882516557,0.0028290332647003093,-0.0026112689506617463,-0.0053142332197872125
2014-01-09,-0.006452332221796839,-0.00154512377917903,0.005827474955848803,-0.005191656223014309,0.0034096178065279514,0.007021505099131587,0.005563857238545256,-0.0014808282627532896,0.0008601115623631203,0.0004379084879298124,0.004849394132937886
2014-01-10,0.00307611779438533,0.006266911335512463,0.005163873852275183,0.0032977115349254473,-0.0013239518923385248,0.005783954188315735,0.00653848071364747,0.0053713975341002935,0.0059162424313752866,0.010035094317646043,0.012609860936842847
2014-01-13,-0.015704154496263435,-0.019325429556019673,-0.007605924208925611,-0.021192100184311415,-0.015490209815027696,-0.010666652781907733,-0.011209712895288132,-0.008355699461429347,-0.010948419789146551,-0.007012908226816575,-0.009356292023476823
2014-01-14,0.013076557026184295,0.010942842528025173,0.007024550124962386,0.016306303222838055,0.009385791872921446,0.015096066576469773,0.011451507053915507,0.018294922669229156,0.010247916044699473,0.009256882423928829,0.001422355727315087
2014-01-15,-0.00047656126761013264,0.0012607214061028727,-0.000821199476992078,-0.0024986958156889417,0.00561902381733615,0.0011076204103403504,0.005496355934984608,0.014862504291419908,0.005048145179052215,0.005367306919928143,-0.002269226217178921
2014-01-16,-0.002577196521838652,-0.006702053521928824,-0.00034288469653008454,0.00430626883431139,-0.003848824900301948,0.0047663172234642896,-0.0023381302115269248,-0.002064690802370159,0.0006760877997858233,0.0020645938290192135,0.005648320988584999
2014-01-17,0.0023322587024980257,-0.0053202401252485385,-0.0075652575266067995,-0.00271117834723275,-0.001953959869935356,-0.0005902971502788484,-0.002067502014278366,-0.0014243073859309223,-0.003227551890422147,-0.004021584195366944,-0.000273576667401391
2014-01-21,0.0022669368448696714,-0.004898567019642792,0.000719807407866985,0.012224306553202979,0.00288444655485692,0.004823720063831433,0.002640736926498998,0.0029912635269797073,0.002141470977537405,0.0077643286194652135,0.010318113363205964
2014-01-22,0.004757982870114853,0.002761096722422244,-5.018171256811272e-05,0.005598613116437776,0.0038480871257820346,-0.0005459268995166022,0.005009846390111518,0.0016033502961520316,-0.0037925264179262176,0.002728145336774693,0.001107586547485858
2014-01-23,0.0016008246233084713,-0.005844592946691485,-0.008011028082363522,-0.0071431050727590985,-0.01605923286094811,-0.004570366014497694,-0.01020161097674612,-0.006467824125929986,-0.008719821282290418,-0.0025483881571386944,-0.0030566675520141066
2014-01-24,-0.017045771219813335,-0.021060730278689703,-0.01065184024725948,-0.021012735533305137,-0.024619922066261783,-0.023372353707564263,-0.028187250380121313,-0.020574436520025573,-0.02645814052981523,-0.011886282666120985,-0.011602975108045073
2014-01-27,-0.0027760456631850216,-0.003938816856298595,-0.0006922715676255973,-0.005528729809236533,-0.008206742879430611,-0.006380813217743005,-0.003694839015677071,-0.006511893020605808,-0.0063159717164862125,-0.0063658256678681595,0.001056496279125152
2014-01-28,0.013260980501894852,0.011478181369924444,0.006763432008776908,0.012872126908722931,0.012995733027365083,0.011365212489853671,0.008567874387499884,0.0044126923887418,0.00820436502291333,0.010858465560386532,0.004280859690694583
2014-01-29,-0.01040209276529404,-0.014579649148360904,-0.017657362271935543,-0.005565069851526711,-0.011377206458091038,-0.006111239882036587,-0.008018886830053135,-0.006726214761964474,0.0025336498245376203,-0.004970143734028366,-0.0014662214840568215
2014-01-30,0.018875192171667558,0.011212538513694435,0.0035063610326954535,0.007740217542374996,0.014802665624830489,0.015187388074416617,0.010128319387132574,0.015480839316673465,0.0033779339555753273,0.013146773615565306,0.01686407203535892
2014-01-31,0.002051569156878551,-0.0008362485406560667,-0.002085226014932855,-0.0052183560462747604,-0.012683894974031384,-0.005586350681672422,-0.004298224340257532,-0.010791541212063435,-0.005528325338099709,0.0037202368818224146,0.007246726263163872
2014-02-03,-0.024676376958830334,-0.024381970688226937,-0.020577364081075352,-0.02027367152221637,-0.028510301920824488,-0.025815693810699737,-0.026133633785412363,-0.026200065946319552,-0.02412258647613131,-0.015956359835525392,-0.010097577012639873
2014-02-04,0.005623880169092089,0.008272163930709142,0.0034191822334056284,0.01452549143379254,0.011043437291210316,0.005002496074857496,0.010049809012904533,0.007179593465238273,0.004816052490117582,0.011475852528134788,-0.0039005429139867005
